address,balance
0x538d278E05A35c96bCDca1039e92C65b994256a0,0.00243185796755671
0x6f0b7771AF5Ac512Af422A25F05F14B1cc2d8858,6.079666213253086277
0x7f3A152F09324f2aee916CE069D3908603449173,42.557831372719550271
0xB9F0Bab25589911Ea93EC01d47d18E2dbCc4861B,0.26750511172698224
0xa5d10e9F63e7C82d97C4e4A0219640f709D6cD71,607.966147674629968361
0xD887758a36bbf3c44ba3F1ffA0d8Ff8D536Cc129,367.893403990364303479
0x1EF96730bbdfaA35A0B4A9109C844eB7327dC769,2286.196667759802963944
0xa9f078B3b6DD6C04308f19DEF394b6D5a1B8b732,0.001040886470701957
0xDe8589960DA34eeFB00Ca879D8CC12B11F52Cb12,0.000012158042244775
0x2E73766478551164b31D48E47f0Cd2E0a7e39CD5,45.81267864480877803
0xf793E596DE8FE2b83Ae79BCB980D47616d2539E8,34.495996756883374724
0xfF65F7C7524a0F317342495dbD68193619Ae5e69,247.920270569200723786
0x73A12f5D8c8154a5D8C6746D4DB252b2034D7825,11.332488939295886806
0x99cD155112dd2b905DB0C5FC65122bcb2c238743,0.000012158042244775
0x3bda3BD337b314FcE6622A48e38d4905bea0d727,70.060559554222201132
0xcbF7515F481BE2C3D0354a5bA81BA587D48d9380,0.000000012158042245
0x9F7610115501abD147d1d82Ce92cea2A716690ED,627.971345153416818876
0x78fe849a5e90A7f5EaDe2b4dc8B443F883946d5B,9.329805497343222645
0x604eB5D4126E3318EC27721Bd5059307684F5C89,145.91185951880661807
0xC814d2ef6D893568c74cD969Eb6F72a62fc261f7,364.779648797016556233
0x19D8cdd289ACEc531568d98136bB08E3c2A4c08a,61.46962270960084944
0x5e7a1573620e0dF38e41dD302F68D7d8E5b99bba,24.318643253134438188
0x07d0F772165DaeD08732cC67DE81E0C184Baa185,18.238984410786031459
0x10aE05eFb32db90ED98d1d530f2eF19A77E7Ebe8,7.052407297560677898
0x3b6166136752382F52b976D6891b89Ba88bAcBd7,24.318645885100722694
0x086f51fcEd9Ff6c742D706C319112359E3658b08,54.716953256674178867
0x0f9a7176e3880bD85C3ebF475AD40F6fCbA1Cb1b,24.313583568103012091
0xE5832869d96aD933F5258DF45A0f3D98eB1d8F60,12.091960282138613547
0x40f6452cF8c4bA6C8cEC3422812E359eCafFcd92,123.295521293391599014
0xA5408a43641f2f24655C014FEc5637837eA2244a,121.39868027544406683
0x3Cc729E9CD6521E3e97CfFc17a60005f1e78e5Ac,49.460868506279101028
0x0b25F8417971287f9173A2463544bDb241f1d431,0.119404538372890092
0x514e9525fa9681b651D6B83A57577De7F9aD8A9A,121.593229425503613469
0x8Dd4FC6EC4E375894DE3DeA5696c7fCFe39E3b9E,0.000012158042244775
0xc6Fdd7d0899289a7070F50BCbc24756DF39E73c3,6.07966146215664899
0xF049BAF544aDaa45A5fc79Caf8497053f58fe88B,1675.830628501424837379
